Subject,Catalog #,Type,Title,Facility,Days,Start,End,Building,Room
MATH,10A,DIS,Methods Of Math,Hearst Field Annex B1,TR,800,929,hearstfieldannex,B1
MATH,10A,DIS,Methods Of Math,Dwinelle 234,TR,800,929,dwinelle,234
MATH,10A,DIS,Methods Of Math,Cory 285,TR,1700,1829,cory,285
MATH,10A,DIS,Methods Of Math,Barrows 110,TR,800,929,barrows,110
MATH,10A,DIS,Methods Of Math,Dwinelle 228,TR,1830,1959,dwinelle,228
MATH,10A,DIS,Methods Of Math,Evans 81,TR,1230,1359,evans,81
MATH,10A,DIS,Methods Of Math,Evans 85,TR,1230,1359,evans,85
MATH,10A,DIS,Methods Of Math,Latimer 121,TR,1700,1829,latimer,121
MATH,10A,DIS,Methods Of Math,Haviland 321,TR,1700,1829,haviland,321
MATH,10A,DIS,Methods Of Math,Evans 6,TR,1530,1659,evans,6
MATH,10A,DIS,Methods Of Math,Evans 71,TR,1530,1659,evans,71
MATH,10A,DIS,Methods Of Math,Evans 2,TR,1700,1829,evans,2
MATH,10A,DIS,Methods Of Math,Evans 4,TR,1700,1829,evans,4
MATH,16A,LEC,Anal Geo & Calculus,Dwinelle 155,MWF,800,859,dwinelle,155
MATH,16A,LEC,Anal Geo & Calculus,Dwinelle 155,MWF,1000,1059,dwinelle,155
MATH,16A,DIS,Anal Geo & Calculus,Cory 237,T,800,929,cory,237
MATH,16A,DIS,Anal Geo & Calculus,Evans 5,T,800,929,evans,5
MATH,16A,DIS,Anal Geo & Calculus,Kroeber 115,T,930,1059,kroeber,115
MATH,16A,DIS,Anal Geo & Calculus,Cory 237,T,930,1059,cory,237
MATH,16A,DIS,Anal Geo & Calculus,Latimer 122,T,930,1059,latimer,122
MATH,16A,DIS,Anal Geo & Calculus,Cory 237,T,1400,1529,cory,237
MATH,16A,DIS,Anal Geo & Calculus,Latimer 122,R,800,929,latimer,122
MATH,16A,DIS,Anal Geo & Calculus,Evans 5,T,1530,1659,evans,5
MATH,16A,DIS,Anal Geo & Calculus,Cory 285,R,1530,1659,cory,285
MATH,16A,DIS,Anal Geo & Calculus,Cory 285,M,1700,1829,cory,285
MATH,16A,DIS,Anal Geo & Calculus,Evans 9,T,1400,1529,evans,9
MATH,16A,DIS,Anal Geo & Calculus,Hildebrand B51,T,1400,1529,hildebrand,B51
MATH,16A,DIS,Anal Geo & Calculus,Evans 9,T,1530,1659,evans,9
MATH,16A,DIS,Anal Geo & Calculus,Hearst Field Annex B1,T,1530,1659,hearstfieldannex,B1
MATH,16A,DIS,Anal Geo & Calculus,Dwinelle 187,T,1700,1829,dwinelle,187
MATH,16A,DIS,Anal Geo & Calculus,Dwinelle 228,T,1700,1829,dwinelle,228
MATH,16A,DIS,Anal Geo & Calculus,Cory 237,R,800,929,cory,237
MATH,16A,DIS,Anal Geo & Calculus,Evans 81,R,800,929,evans,81
MATH,16A,DIS,Anal Geo & Calculus,Cory 237,R,930,1059,cory,237
MATH,16A,DIS,Anal Geo & Calculus,Latimer 122,R,930,1059,latimer,122
MATH,16A,DIS,Anal Geo & Calculus,Cory 237,R,1100,1229,cory,237
MATH,16A,DIS,Anal Geo & Calculus,Cory 237,R,1230,1359,cory,237
MATH,16A,DIS,Anal Geo & Calculus,Evans 9,R,1230,1359,evans,9
MATH,16A,DIS,Anal Geo & Calculus,Hildebrand B51,R,1230,1359,hildebrand,B51
MATH,16A,DIS,Anal Geo & Calculus,Cory 237,R,1400,1529,cory,237
MATH,16A,DIS,Anal Geo & Calculus,Latimer 121,R,930,1059,latimer,121
MATH,16A,DIS,Anal Geo & Calculus,Evans 4,R,1530,1659,evans,4
MATH,16A,DIS,Anal Geo & Calculus,Cory 237,R,1530,1659,cory,237
MATH,16A,DIS,Anal Geo & Calculus,Hildebrand B56,R,1230,1359,hildebrand,B56
MATH,16B,LEC,Anal Geo & Calculus,Valley Life Sciences 2050,MWF,1500,1559,valleylifesciences,2050
MATH,16B,DIS,Anal Geo & Calculus,Latimer 121,T,800,929,latimer,121
MATH,16B,DIS,Anal Geo & Calculus,Latimer 121,T,930,1059,latimer,121
MATH,16B,DIS,Anal Geo & Calculus,Latimer 121,R,800,929,latimer,121
MATH,16B,DIS,Anal Geo & Calculus,Haviland 321,R,800,929,haviland,321
MATH,16B,DIS,Anal Geo & Calculus,Latimer 121,F,1400,1529,latimer,121
MATH,16B,DIS,Anal Geo & Calculus,Giannini 201,M,1700,1829,giannini,201
MATH,16B,DIS,Anal Geo & Calculus,Hildebrand B56,T,1400,1529,hildebrand,B56
MATH,16B,DIS,Anal Geo & Calculus,Hearst Field Annex B1,T,1400,1529,hearstfieldannex,B1
MATH,16B,DIS,Anal Geo & Calculus,Hearst Gym 242,T,1400,1529,hearstgym,242
MATH,16B,DIS,Anal Geo & Calculus,Dwinelle 105,T,1530,1659,dwinelle,105
MATH,16B,DIS,Anal Geo & Calculus,Dwinelle 83,T,1530,1659,dwinelle,83
MATH,16B,DIS,Anal Geo & Calculus,Hildebrand B51,T,1530,1659,hildebrand,B51
MATH,16B,DIS,Anal Geo & Calculus,Dwinelle 247,T,1700,1829,dwinelle,247
MATH,16B,DIS,Anal Geo & Calculus,Dwinelle 250,T,1700,1829,dwinelle,250
MATH,16B,DIS,Anal Geo & Calculus,Dwinelle 254,T,1700,1829,dwinelle,254
MATH,24,SEM,Freshman Seminars,Evans 939,T,1300,1359,evans,939
MATH,32,LEC,Precalculus,Evans 10,TR,1230,1359,evans,10
MATH,32,DIS,Precalculus,Evans 70,MW,800,859,evans,70
MATH,32,DIS,Precalculus,Evans 5,MW,1000,1059,evans,5
MATH,32,DIS,Precalculus,Evans 5,MW,1100,1159,evans,5
MATH,32,DIS,Precalculus,Latimer 121,MW,1100,1159,latimer,121
MATH,32,DIS,Precalculus,Evans 75,MW,1500,1559,evans,75
MATH,53,LEC,Multivar Calculus,Dwinelle 155,MW,1700,1829,dwinelle,155
MATH,53,LEC,Multivar Calculus,Dwinelle 155,MWF,1100,1159,dwinelle,155
MATH,53,DIS,Multivar Calculus,Evans 87,MWF,800,859,evans,87
MATH,53,DIS,Multivar Calculus,Evans 85,MWF,800,859,evans,85
MATH,53,DIS,Multivar Calculus,Evans 3,MWF,900,959,evans,3
MATH,53,DIS,Multivar Calculus,Evans 70,MWF,900,959,evans,70
MATH,53,DIS,Multivar Calculus,Haviland 321,MWF,1000,1059,haviland,321
MATH,53,DIS,Multivar Calculus,Latimer 122,MWF,1000,1059,latimer,122
MATH,53,DIS,Multivar Calculus,Barrows 118,MWF,800,859,barrows,118
MATH,53,DIS,Multivar Calculus,Barrows 122,MWF,1200,1259,barrows,122
MATH,53,DIS,Multivar Calculus,Barrows 122,MWF,1300,1359,barrows,122
MATH,53,DIS,Multivar Calculus,Barrows 122,MWF,1400,1459,barrows,122
MATH,53,DIS,Multivar Calculus,Barrows 122,MWF,1500,1559,barrows,122
MATH,53,DIS,Multivar Calculus,Dwinelle 205,MWF,1500,1559,dwinelle,205
MATH,53,DIS,Multivar Calculus,Cory 237,MWF,1500,1559,cory,237
MATH,53,DIS,Multivar Calculus,Dwinelle 254,MWF,1600,1659,dwinelle,254
MATH,53,DIS,Multivar Calculus,Hildebrand B56,TR,800,929,hildebrand,B56
MATH,53,DIS,Multivar Calculus,Dwinelle 87,TR,1700,1829,dwinelle,87
MATH,53,DIS,Multivar Calculus,Evans 87,TR,930,1059,evans,87
MATH,53,DIS,Multivar Calculus,Evans 87,TR,1100,1229,evans,87
MATH,53,DIS,Multivar Calculus,Barrows 122,TR,800,929,barrows,122
MATH,53,DIS,Multivar Calculus,Barrows 122,TR,1230,1359,barrows,122
MATH,53,DIS,Multivar Calculus,Barrows 122,TR,1400,1529,barrows,122
MATH,53,DIS,Multivar Calculus,Barrows 122,TR,930,1059,barrows,122
MATH,53,DIS,Multivar Calculus,Evans 85,TR,1400,1529,evans,85
MATH,53,DIS,Multivar Calculus,Evans 75,TR,1400,1529,evans,75
MATH,53,DIS,Multivar Calculus,Evans 85,TR,1530,1659,evans,85
MATH,53,DIS,Multivar Calculus,Evans 87,TR,1530,1659,evans,87
MATH,53,DIS,Multivar Calculus,Evans 75,TR,1700,1829,evans,75
MATH,53,DIS,Multivar Calculus,Evans 85,TR,1700,1829,evans,85
MATH,H53,LEC,Hons Multi Calculus,Evans 736,TR,800,929,evans,736
MATH,54,LEC,Lin Alg & Diff Eqns,Hertz 320,TR,800,929,hertz,320
MATH,54,LEC,Lin Alg & Diff Eqns,Hertz 320,MWF,1400,1459,hertz,320
MATH,54,LEC,Lin Alg & Diff Eqns,Dwinelle 155,MWF,1600,1659,dwinelle,155
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 81,MWF,800,859,evans,81
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 75,MWF,800,859,evans,75
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 71,MWF,800,859,evans,71
MATH,54,DIS,Lin Alg & Diff Eqns,Hildebrand B56,MWF,900,959,hildebrand,B56
MATH,54,DIS,Lin Alg & Diff Eqns,LeConte 385,MWF,900,959,leconte,385
MATH,54,DIS,Lin Alg & Diff Eqns,Etcheverry 3119,MWF,900,959,etcheverry,3119
MATH,54,DIS,Lin Alg & Diff Eqns,Latimer 105,MWF,800,859,latimer,105
MATH,54,DIS,Lin Alg & Diff Eqns,Cory 237,MWF,800,859,cory,237
MATH,54,DIS,Lin Alg & Diff Eqns,Etcheverry 3119,MWF,1000,1059,etcheverry,3119
MATH,54,DIS,Lin Alg & Diff Eqns,Cory 237,MWF,1100,1159,cory,237
MATH,54,DIS,Lin Alg & Diff Eqns,Latimer 122,MWF,1200,1259,latimer,122
MATH,54,DIS,Lin Alg & Diff Eqns,Barrows 110,MWF,1200,1259,barrows,110
MATH,54,DIS,Lin Alg & Diff Eqns,Barrows 110,MWF,1300,1359,barrows,110
MATH,54,DIS,Lin Alg & Diff Eqns,Barrows 110,MWF,1400,1459,barrows,110
MATH,54,DIS,Lin Alg & Diff Eqns,Barrows 110,MWF,1500,1559,barrows,110
MATH,54,DIS,Lin Alg & Diff Eqns,Barrows 110,MWF,1600,1659,barrows,110
MATH,54,DIS,Lin Alg & Diff Eqns,Latimer 122,MWF,1700,1759,latimer,122
MATH,54,DIS,Lin Alg & Diff Eqns,Latimer 122,MWF,1600,1659,latimer,122
MATH,54,DIS,Lin Alg & Diff Eqns,Dwinelle 255,MWF,1600,1659,dwinelle,255
MATH,54,DIS,Lin Alg & Diff Eqns,Dwinelle 258,MWF,1600,1659,dwinelle,258
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 87,MWF,1700,1759,evans,87
MATH,54,DIS,Lin Alg & Diff Eqns,Hildebrand B51,MWF,1700,1759,hildebrand,B51
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 3,TR,800,929,evans,3
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 70,TR,800,929,evans,70
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 87,TR,800,929,evans,87
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 85,TR,800,929,evans,85
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 85,TR,930,1059,evans,85
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 81,TR,930,1059,evans,81
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 75,TR,930,1059,evans,75
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 71,TR,930,1059,evans,71
MATH,54,DIS,Lin Alg & Diff Eqns,Latimer 122,TR,1100,1229,latimer,122
MATH,54,DIS,Lin Alg & Diff Eqns,Latimer 121,TR,1100,1229,latimer,121
MATH,54,DIS,Lin Alg & Diff Eqns,Dwinelle 229,TR,800,929,dwinelle,229
MATH,54,DIS,Lin Alg & Diff Eqns,Latimer 122,TR,1230,1359,latimer,122
MATH,54,DIS,Lin Alg & Diff Eqns,Latimer 121,TR,1230,1359,latimer,121
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 71,TR,1400,1529,evans,71
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 6,TR,1400,1529,evans,6
MATH,54,DIS,Lin Alg & Diff Eqns,Hildebrand B56,TR,1530,1659,hildebrand,B56
MATH,54,DIS,Lin Alg & Diff Eqns,Barker 110,TR,1530,1659,barker,110
MATH,54,DIS,Lin Alg & Diff Eqns,Dwinelle 205,TR,1530,1659,dwinelle,205
MATH,54,DIS,Lin Alg & Diff Eqns,Dwinelle 205,MW,1700,1829,dwinelle,205
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 87,TR,1700,1829,evans,87
MATH,54,DIS,Lin Alg & Diff Eqns,Hildebrand B51,TR,1700,1829,hildebrand,B51
MATH,54,DIS,Lin Alg & Diff Eqns,Hildebrand B56,TR,1700,1829,hildebrand,B56
MATH,54,DIS,Lin Alg & Diff Eqns,Latimer 122,TR,1700,1829,latimer,122
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 6,MWF,800,859,evans,6
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 4,MWF,800,859,evans,4
MATH,54,DIS,Lin Alg & Diff Eqns,Hearst Gym 242,MWF,900,959,hearstgym,242
MATH,54,DIS,Lin Alg & Diff Eqns,Barrows 185,MWF,800,859,barrows,185
MATH,54,DIS,Lin Alg & Diff Eqns,Hildebrand B56,MWF,1000,1059,hildebrand,B56
MATH,54,DIS,Lin Alg & Diff Eqns,Hildebrand B51,MWF,1000,1059,hildebrand,B51
MATH,54,DIS,Lin Alg & Diff Eqns,Evans 3,MWF,1100,1159,evans,3
MATH,54,DIS,Lin Alg & Diff Eqns,Barrows 118,MWF,1200,1259,barrows,118
MATH,54,DIS,Lin Alg & Diff Eqns,Dwinelle 259,MWF,1600,1659,dwinelle,259
MATH,54,DIS,Lin Alg & Diff Eqns,Dwinelle 283,MWF,1600,1659,dwinelle,283
MATH,54,DIS,Lin Alg & Diff Eqns,Hildebrand B56,MWF,1700,1759,hildebrand,B56
MATH,H54,LEC,Hons Lin Alg/Dif Eq,Cory 241,TR,800,859,cory,241
MATH,H54,DIS,Hons Lin Alg/Dif Eq,Etcheverry 3107,F,800,859,etcheverry,3107
MATH,55,LEC,Discrete Math,Stanley 105,TR,1230,1359,stanley,105
MATH,55,DIS,Discrete Math,Evans 2,MW,800,859,evans,2
MATH,55,DIS,Discrete Math,Dwinelle 229,MW,800,859,dwinelle,229
MATH,55,DIS,Discrete Math,Evans 9,MW,1000,1059,evans,9
MATH,55,DIS,Discrete Math,Evans 70,MW,1100,1159,evans,70
MATH,55,DIS,Discrete Math,Evans 5,MW,1200,1259,evans,5
MATH,55,DIS,Discrete Math,Cory 237,MW,900,959,cory,237
MATH,55,DIS,Discrete Math,Evans 70,MW,1500,1559,evans,70
MATH,55,DIS,Discrete Math,Dwinelle 83,MW,1600,1659,dwinelle,83
MATH,55,DIS,Discrete Math,Evans 5,MW,1700,1759,evans,5
MATH,C103,LEC,Intro Math Economic,LeConte 251,TR,1230,1359,leconte,251
MATH,104,LEC,Intro To Analysis,Evans 740,MWF,1000,1059,evans,740
MATH,104,LEC,Intro To Analysis,Cory 289,TR,930,1059,cory,289
MATH,104,LEC,Intro To Analysis,LeConte 251,MWF,800,859,leconte,251
MATH,104,LEC,Intro To Analysis,Cory 241,MWF,1500,1559,cory,241
MATH,H104,LEC,Hnrs Intro Analysis,Cory 289,TR,1100,1229,cory,289
MATH,110,LEC,Linear Algebra,Valley Life Sciences 2050,TR,800,929,valleylifesciences,2050
MATH,110,DIS,Linear Algebra,Latimer 102,W,800,859,latimer,102
MATH,110,DIS,Linear Algebra,Evans 81,W,900,959,evans,81
MATH,110,DIS,Linear Algebra,Giannini 201,T,1000,1059,giannini,201
MATH,110,DIS,Linear Algebra,Kroeber 115,W,1100,1159,kroeber,115
MATH,110,DIS,Linear Algebra,Evans 5,T,1700,1759,evans,5
MATH,110,DIS,Linear Algebra,Cory 285,W,1400,1459,cory,285
MATH,110,DIS,Linear Algebra,Cory 285,W,800,859,cory,285
MATH,110,DIS,Linear Algebra,Evans 75,W,900,959,evans,75
MATH,110,DIS,Linear Algebra,Evans 87,W,1000,1059,evans,87
MATH,110,DIS,Linear Algebra,Evans 5,W,1600,1659,evans,5
MATH,110,DIS,Linear Algebra,Cory 237,T,1700,1759,cory,237
MATH,110,DIS,Linear Algebra,Evans 81,W,1100,1159,evans,81
MATH,H110,LEC,Hnrs Linear Algebra,Hearst Mining 310,MWF,800,859,hearstmining,310
MATH,113,LEC,Abstract Algebra,Hearst Mining 310,MWF,1000,1059,hearstmining,310
MATH,113,LEC,Abstract Algebra,Hearst Mining 310,TR,1100,1229,hearstmining,310
MATH,113,LEC,Abstract Algebra,Cory 241,TR,1400,1529,cory,241
MATH,113,LEC,Abstract Algebra,Cory 241,MWF,1200,1259,cory,241
MATH,113,LEC,Abstract Algebra,Hearst Mining 310,TR,800,929,hearstmining,310
MATH,113,LEC,Abstract Algebra,Cory 241,MWF,800,859,cory,241
MATH,121A,LEC,Math Tool Phys Sci,Cory 241,MWF,1400,1459,cory,241
MATH,123,LEC,Ord Diff Equations,Hearst Mining 310,TR,1230,1359,hearstmining,310
MATH,125A,LEC,Math Logic,Etcheverry 3107,TR,1530,1659,etcheverry,3107
MATH,126,LEC,Intro Part Dif Equa,Campbell Hall 131,MWF,800,859,campbellhall,131
MATH,128A,LEC,Numerical Analysis,Lewis 100,TR,1400,1529,lewis,100
MATH,128A,DIS,Numerical Analysis,Evans B3A,W,900,959,evans,B3A
MATH,128A,DIS,Numerical Analysis,Evans B3A,W,1000,1059,evans,B3A
MATH,128A,DIS,Numerical Analysis,Evans B3A,W,1100,1159,evans,B3A
MATH,128A,DIS,Numerical Analysis,Evans B3A,W,1200,1259,evans,B3A
MATH,128A,DIS,Numerical Analysis,Evans B3A,W,1300,1359,evans,B3A
MATH,128A,DIS,Numerical Analysis,Evans B3A,W,1400,1459,evans,B3A
MATH,128A,DIS,Numerical Analysis,Evans B3A,W,1500,1559,evans,B3A
MATH,128A,DIS,Numerical Analysis,Evans B3A,W,1600,1659,evans,B3A
MATH,130,LEC,Classical Geometrie,Evans 3,TR,1230,1359,evans,3
MATH,140,LEC,Metric Dif Geometry,Cory 289,MWF,1200,1259,cory,289
MATH,142,LEC,Elem Alg Topology,Evans 3,TR,930,1059,evans,3
MATH,143,LEC,Elem Alg Geom,Evans 3,MWF,1200,1259,evans,3
MATH,152,LEC,School Curriculum,Evans 65,MWF,1000,1059,evans,65
MATH,152,DIS,School Curriculum,Evans 65,MWF,1100,1159,evans,65
MATH,185,LEC,Complex Analysis,Latimer 105,TR,800,929,latimer,105
MATH,185,LEC,Complex Analysis,Latimer 105,MWF,1500,1559,latimer,105
MATH,185,LEC,Complex Analysis,Latimer 105,TR,1530,1659,latimer,105
MATH,185,LEC,Complex Analysis,Etcheverry 3113,TR,1400,1529,etcheverry,3113
MATSCI,39A,SEM,Fresh/Soph Seminar: The Berkeley Experience,Cory 237,R,1700,1829,cory,237
MATSCI,102,LEC,Bond Crys & Cry Def,McCone 141,TR,1230,1359,mccone,141
MATSCI,102,DIS,Bond Crys & Cry Def,Hearst Mining 348,M,1700,1759,hearstmining,348
MATSCI,102,DIS,Bond Crys & Cry Def,Hearst Mining 348,W,1700,1759,hearstmining,348
MATSCI,113,LEC,Mech Behav Eng Mat,Hearst Mining 348,TR,1100,1229,hearstmining,348
MATSCI,120,LEC,Matls Prod,Hearst Mining 348,TR,1230,1359,hearstmining,348
MATSCI,123,LEC,Semicon Proc,Hearst Mining 348,TR,930,1029,hearstmining,348
MATSCI,123,DIS,Semicon Proc,Hearst Mining 348,T,830,929,hearstmining,348
MATSCI,130,LEC,Exp Mat Sci Design,Hearst Mining 348,MW,800,859,hearstmining,348
MATSCI,130,LAB,Exp Mat Sci Design,Hearst Mining 240,W,1300,1559,hearstmining,240
MATSCI,130,LAB,Exp Mat Sci Design,Hearst Mining 240,F,900,1159,hearstmining,240
MATSCI,130,LAB,Exp Mat Sci Design,Hearst Mining 240,W,900,1159,hearstmining,240
MATSCI,136,DIS,Mat In Energy Tech,Hearst Mining 348,F,1100,1159,hearstmining,348
MATSCI,H194,IND,Honors Undergrad,Hearst Mining 314,R,1500,1559,hearstmining,314
MCELLBI,32,LEC,Intro Human Physiol,Valley Life Sciences 2050,TR,1230,1359,valleylifesciences,2050
MCELLBI,32,DIS,Intro Human Physiol,Hearst Field Annex B5,M,1200,1259,hearstfieldannex,B5
MCELLBI,32,DIS,Intro Human Physiol,Li Ka Shing 125,M,1400,1459,likashing,125
MCELLBI,32,DIS,Intro Human Physiol,Li Ka Shing 125,M,1500,1559,likashing,125
MCELLBI,32,DIS,Intro Human Physiol,Li Ka Shing 125,T,800,859,likashing,125
MCELLBI,32,DIS,Intro Human Physiol,Life Sciences Addition 101,R,1100,1159,lifesciencesaddition,101
MCELLBI,32,DIS,Intro Human Physiol,Stanley 177,R,1500,1559,stanley,177
MCELLBI,32,DIS,Intro Human Physiol,Dwinelle 223,W,900,959,dwinelle,223
MCELLBI,32,DIS,Intro Human Physiol,Evans 3,R,1400,1459,evans,3
MCELLBI,32,DIS,Intro Human Physiol,Etcheverry 3113,F,1100,1159,etcheverry,3113
MCELLBI,32,DIS,Intro Human Physiol,Etcheverry 3111,F,900,959,etcheverry,3111
MCELLBI,32L,LEC,Int Human Phys Lab,Valley Life Sciences 2060,M,1300,1359,valleylifesciences,2060
MCELLBI,32L,LAB,Int Human Phys Lab,Valley Life Sciences 4056,T,1400,1659,valleylifesciences,4056
MCELLBI,32L,LAB,Int Human Phys Lab,Valley Life Sciences 4056,W,900,1159,valleylifesciences,4056
MCELLBI,32L,LAB,Int Human Phys Lab,Valley Life Sciences 4056,W,1400,1659,valleylifesciences,4056
MCELLBI,32L,LAB,Int Human Phys Lab,Valley Life Sciences 4056,F,900,1159,valleylifesciences,4056
MCELLBI,32L,LAB,Int Human Phys Lab,Valley Life Sciences 4056,F,1400,1659,valleylifesciences,4056
MCELLBI,55,LEC,Plagues Pandemics,Valley Life Sciences 2060,MWF,900,959,valleylifesciences,2060
MCELLBI,55,LEC,Plagues Pandemics,Valley Life Sciences 2060,MWF,900,959,valleylifesciences,2060
MCELLBI,90D,SEM,Freshman Seminars,Evans 47,R,1100,1159,evans,47
MCELLBI,C96,LEC,Study Bio Sciences,Latimer 120,MW,1200,1259,latimer,120
MCELLBI,C100A,LEC,Biophysical Chem,Dwinelle 145,TR,1530,1659,dwinelle,145
MCELLBI,C100A,LEC,Biophysical Chem,Dwinelle 145,TR,1530,1659,dwinelle,145
MCELLBI,C100A,DIS,Biophysical Chem,Evans 5,F,800,859,evans,5
MCELLBI,C100A,DIS,Biophysical Chem,Cory 237,F,1300,1359,cory,237
MCELLBI,C100A,DIS,Biophysical Chem,Evans 5,F,900,959,evans,5
MCELLBI,C100A,DIS,Biophysical Chem,Evans 85,F,1000,1059,evans,85
MCELLBI,C100A,DIS,Biophysical Chem,Evans 5,F,1000,1059,evans,5
MCELLBI,C100A,DIS,Biophysical Chem,Latimer 121,F,1100,1159,latimer,121
MCELLBI,C100A,DIS,Biophysical Chem,Evans 5,F,1600,1659,evans,5
MCELLBI,C100A,DIS,Biophysical Chem,Latimer 122,F,1300,1359,latimer,122
MCELLBI,C100A,DIS,Biophysical Chem,Evans 5,F,1100,1159,evans,5
MCELLBI,C100A,DIS,Biophysical Chem,Evans 2,F,1400,1459,evans,2
MCELLBI,102,LEC,Surv Biochem & Mobi,Valley Life Sciences 2050,MWF,1000,1059,valleylifesciences,2050
MCELLBI,102,LEC,Surv Biochem & Mobi,Valley Life Sciences 2050,MWF,1000,1059,valleylifesciences,2050
MCELLBI,102,LEC,Surv Biochem & Mobi,Valley Life Sciences 2050,MWF,1000,1059,valleylifesciences,2050
MCELLBI,102,DIS,Surv Biochem & Mobi,Dwinelle 79,M,900,959,dwinelle,79
MCELLBI,102,DIS,Surv Biochem & Mobi,Hildebrand B56,M,1200,1259,hildebrand,B56
MCELLBI,102,DIS,Surv Biochem & Mobi,Life Sciences Addition 101,M,1300,1359,lifesciencesaddition,101
MCELLBI,102,DIS,Surv Biochem & Mobi,Valley Life Sciences 2070,M,1400,1459,valleylifesciences,2070
MCELLBI,102,DIS,Surv Biochem & Mobi,Valley Life Sciences 2066,T,800,859,valleylifesciences,2066
MCELLBI,102,DIS,Surv Biochem & Mobi,Etcheverry 3105,T,1300,1359,etcheverry,3105
MCELLBI,102,DIS,Surv Biochem & Mobi,Life Sciences Addition 101,F,1300,1359,lifesciencesaddition,101
MCELLBI,102,DIS,Surv Biochem & Mobi,Life Sciences Addition 101,W,1200,1259,lifesciencesaddition,101
MCELLBI,102,DIS,Surv Biochem & Mobi,Life Sciences Addition 101,W,1300,1359,lifesciencesaddition,101
MCELLBI,102,DIS,Surv Biochem & Mobi,Life Sciences Addition 101,F,1200,1259,lifesciencesaddition,101
MCELLBI,102,DIS,Surv Biochem & Mobi,Li Ka Shing 125,W,1500,1559,likashing,125
MCELLBI,102,DIS,Surv Biochem & Mobi,Barker 110,F,1100,1159,barker,110
MCELLBI,104,LEC,Gen Genom Cell Bio,Li Ka Shing 245,MWF,900,959,likashing,245
MCELLBI,104,LEC,Gen Genom Cell Bio,Li Ka Shing 245,MWF,900,959,likashing,245
MCELLBI,104,LEC,Gen Genom Cell Bio,Li Ka Shing 245,MWF,900,959,likashing,245
MCELLBI,104,DIS,Gen Genom Cell Bio,Moffitt Library 102,M,1200,1259,moffittlibrary,102
MCELLBI,104,DIS,Gen Genom Cell Bio,Evans 9,M,1300,1359,evans,9
MCELLBI,104,DIS,Gen Genom Cell Bio,Dwinelle 242,T,800,859,dwinelle,242
MCELLBI,104,DIS,Gen Genom Cell Bio,Stanley 177,T,1400,1459,stanley,177
MCELLBI,104,DIS,Gen Genom Cell Bio,Stanley 177,T,1500,1559,stanley,177
MCELLBI,104,DIS,Gen Genom Cell Bio,Li Ka Shing 125,W,1400,1459,likashing,125
MCELLBI,104,DIS,Gen Genom Cell Bio,Etcheverry 3113,F,900,959,etcheverry,3113
MCELLBI,104,DIS,Gen Genom Cell Bio,Moffitt Library 102,F,1300,1359,moffittlibrary,102
MCELLBI,110,LEC,General Biochem,Valley Life Sciences 2040,MWF,1000,1059,valleylifesciences,2040
MCELLBI,110,LEC,General Biochem,Valley Life Sciences 2040,MWF,1000,1059,valleylifesciences,2040
MCELLBI,110,DIS,General Biochem,Stanley 179,M,900,959,stanley,179
MCELLBI,110,DIS,General Biochem,Barrows 136,M,1200,1259,barrows,136
MCELLBI,110,DIS,General Biochem,Barrows 185,T,1300,1359,barrows,185
MCELLBI,110,DIS,General Biochem,Stanley 179,W,900,959,stanley,179
MCELLBI,C110L,LEC,Biochem & Molbi,Li Ka Shing 125,MW,1300,1359,likashing,125
MCELLBI,C110L,LEC,Biochem & Molbi,Li Ka Shing 125,MW,1300,1359,likashing,125
MCELLBI,C110L,LAB,Biochem & Molbi,Li Ka Shing 100,MW,1400,1659,likashing,100
MCELLBI,C110L,LAB,Biochem & Molbi,Li Ka Shing 100,MW,1400,1659,likashing,100
MCELLBI,C110L,LAB,Biochem & Molbi,Li Ka Shing 120,MW,1400,1659,likashing,120
MCELLBI,C110L,LAB,Biochem & Molbi,Li Ka Shing 120,MW,1400,1659,likashing,120
MCELLBI,C110L,LAB,Biochem & Molbi,Li Ka Shing 130,MW,1400,1659,likashing,130
MCELLBI,C110L,LAB,Biochem & Molbi,Li Ka Shing 130,MW,1400,1659,likashing,130
MCELLBI,C112,LEC,Gen Microbiology,Barker 101,MWF,1100,1159,barker,101
MCELLBI,C112,DIS,Gen Microbiology,Evans 5,W,800,859,evans,5
MCELLBI,C112,DIS,Gen Microbiology,Evans 5,W,900,959,evans,5
